split,image_path,class_label
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080257354729.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080257702036.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080257962433.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080258421347.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080258652191.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080259377577.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080259576144.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080259798455.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080300170871.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080300449330.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080300504932.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080300810101.jpg,0
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080301141070.jpg,0
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080301760337.jpg,0
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080301895470.jpg,0
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080302214513.jpg,0
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080302623513.jpg,0
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080306168654.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080306677210.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080307078230.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080307157598.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080307514917.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080307867470.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080307921179.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080308500209.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080308652571.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080308985273.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080309342118.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080309767845.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080310492466.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080311014954.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080311289000.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080311442680.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080311784004.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080311912498.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080312216262.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080312461997.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080312834968.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080313129001.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080313181580.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080313504907.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080313680684.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080314027218.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080314251624.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080314627510.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080314873476.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080314977031.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080315151344.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080315571433.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080316021725.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080316330693.jpg,0
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080316632668.jpg,0
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080317631239.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080318390377.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080318742345.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080318966773.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080319437001.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080319962697.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080320594623.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080321015299.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080321245489.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080321451646.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080321755002.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080321958826.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080322088725.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080322432690.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080322939374.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080323285075.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080323742200.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080323948167.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080324267563.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080324488576.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080324803645.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080324881652.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080325537020.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080325760890.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080325934917.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080326231199.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080326408517.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080326708876.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080326959618.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080327183081.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080327480022.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080327584340.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080328180556.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080328382330.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080328808778.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080333675461.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080334077966.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080334211735.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080334437429.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080334688298.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080335046472.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080335348828.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080335555982.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080335943227.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080336073578.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080336645690.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080336827349.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080337082468.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080337369544.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080337578264.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080337990673.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080338120560.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080338532060.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080338588023.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080338867215.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080339496530.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080339577784.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080340039064.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080340197632.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080340378972.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080340640337.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080341616270.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080341850239.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080341982770.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080342378662.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080342681262.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080342787017.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080343155505.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080343266276.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080344375436.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080344953594.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080345265721.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080345571895.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080346432041.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080346725359.jpg,2
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080356904576.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080357302831.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080358111898.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080358478533.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080358855485.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080358969817.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080359173493.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080400065259.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080400649761.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080401206684.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080402152600.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080402554555.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080402801962.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080402930186.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080403532383.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080404223351.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080404528632.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080404835513.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080405173283.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080405600186.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080405798167.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080406045975.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080406148947.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080406424419.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080407397672.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080408224746.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080408445508.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080408673536.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080408948526.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080409403103.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080409830477.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080410161763.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080410481047.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080410706839.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080411046734.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080411244072.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080411546203.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080411888329.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080412116981.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080412247134.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080412652879.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080412715086.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080421224373.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080421327207.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080421701850.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080421900656.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080422052423.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080422636853.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080423143673.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080423375718.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080423904153.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080424155394.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080424332010.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080424576113.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080424925768.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080425546232.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080425847157.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080426227623.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080432365919.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080433162720.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080433672507.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080434509794.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080434861273.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080435069719.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080435197983.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080435738109.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080436202843.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080436823756.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080437009740.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080437417599.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080437547148.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080437855540.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080438212582.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080438751938.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080438882782.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080439211727.jpg,1
train,dataset/FLYING_OBJECT_DATASET_SMALL\train\images\train_20191206080439519814.jpg,1
